,Author,Title paper,Journal,Year,Keywords,Co-authors,labels
8593,AU=GÜN RAMAZAN,[Surgical Anatomy of Oropharynx and Supraglottic Larynx for Transoral Robotic Surgery],[JOURNAL OF SURGICAL ONCOLOGY],[2015],"[trans-oral robotic surgery, anatomy, oropharynx, hypopharynx, supraglottic larynx]","['Gun Ramazan', 'Ozer Enver']",1.0
8594,AU=GÜN RAMAZAN,"[Volumetric Analysis of Nasopharyngectomy via Endoscopic Endonasal, Maxillary Transposition, and Lateral Temporal-Subtemporal Approaches]",[JOURNAL OF CRANIOFACIAL SURGERY],[2015],"[Endoscopic, maxillary, nasopharyngectomy, temporal, volume]","['Kapucu Burak', 'Gun Ramazan', 'Kirsch Claudia', 'Meeks Darlene', 'Otto Bradley A.', 'Prevedello Daniel M.', 'Carrau Ricardo']",1.0
8595,AU=KARANFİL RAMAZAN,[Evaluation of Judicial Reports Which Executing on Emergency Service and Fixed Deficiencies],[JOURNAL OF CLINICAL AND ANALYTICAL MEDICINE],[2015],"[Emergency Doctors, Judicial Report, Deficiencies]","['Bozkurt Selim', 'Daraoglu Vesile', 'Okumus Mehmet', 'Savrun Atakan', 'Karanfil Ramazan', 'Gok Ayse Ayfer']",1.0
8596,AU=KARANFİL RAMAZAN,[Effectiveness of Mortuaries in Turkey A Questionnaire Study],[AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY],[2016],"[mortuary, accreditation, physical conditions, autopsy]","['Okdemir Erdem', 'Avsar Abdullah', 'Keten Alper', 'Karanfil Ramazan']",1.0
8597,AU=KARANFİL RAMAZAN,[Socio-demographic characteristics of juvenile delinquents in Turkey],[JOURNAL OF FORENSIC PSYCHIATRY & PSYCHOLOGY],[2013],"[criminality, juvenile delinquency, demographics, education, forensic medicine]","['Zeren Cem', 'Arslan Muhammet Mustafa', 'Yengil Erhan', 'Karanfil Ramazan', 'Akcan Ramazan', 'Oksuz Mehmet']",1.0
8598,AU=KARANFİL RAMAZAN,[Evaluation of sexual assaults in Turkey],[JOURNAL OF FORENSIC AND LEGAL MEDICINE],[2013],"[Sexual assault, Forensic medicine, Genital/anal injuries, Physical findings]","['Karanfil Ramazan', 'Keten Alper', 'Zeren Cem', 'Arslan M. Mustafa', 'Eren Ali']",1.0
8599,AU=KARANFİL RAMAZAN,[Determination of ethyl glucuronide in fingernails by LC/MS-MS],[ROMANIAN JOURNAL OF LEGAL MEDICINE],[2013],"[Fingernails, Alcohol intake, Ethyl glucuronide, LC/MS/MS]","['Keten Alper', 'Zeren Cem', 'Arslan M. Mustafa', 'Daglioglu Nebile', 'Karanfil Ramazan', 'Sen Bilge Bulbul']",1.0
8600,AU=KAYIKCI RAMAZAN,[Application of Taguchi's methods to investigate some factors affecting microporosity formation in A360 aluminium alloy casting],[MATERIALS & DESIGN],[2007],,"['Savas Oemer', 'Kayikci Ramazan']",1.0
8601,AU=KAYIKCI RAMAZAN,[The effect of varying chill surface roughness on interfacial heat transfer during casting solidification],[JOURNAL OF MATERIALS SCIENCE],[2007],,"['Griffiths William David', 'Kayikci Ramazan']",1.0
8602,AU=KAYIKCI RAMAZAN,[INVESTIGATION OF THE EFFECT OF HOLDING TIME AND MELT STIRRING ON THE GRAIN REFINEMENT OF AN A206 ALLOY],[MATERIALI IN TEHNOLOGIJE],[2016],"[grain refinement, melt stirring, holding time, Al-4.5Cu alloy, A206 alloy]","['Akar Neset', 'Tanyel Ziya', 'Kocatepe Kadir', 'Kayikci Ramazan']",1.0
8603,AU=KAYIKCI RAMAZAN,[Melt Cleanliness Comparison of Chlorine Fluxing and Ar Degassing of Secondary Al-4Cu],[METALLURGICAL AND MATERIALS TRANSACTIONS B-PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE],[2016],,"['Colak Murat', 'Kayikci Ramazan', 'Dispinar Derya']",1.0
8604,AU=KAYIKCI RAMAZAN,[Production of functionally graded SiC/Al-Cu-Mg composite by centrifugal casting],[SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS],[2016],"[aluminum matrix composites, centrifugal casting, functionally graded composites, SiC]","['Savas Omer', 'Kayikci Ramazan', 'Ficici Ferit', 'Colak Murat', 'Deniz Gurhan', 'Varol Faruk']",1.0
8605,AU=KAYNAK RAMAZAN,[Factors Affecting Multinational Team Performance],"[12TH INTERNATIONAL STRATEGIC MANAGEMENT CONFERENCE, ISMC 2016]",[2016],"[Innovation, Open Innovation, Innovation in SMEs, Open Innovation in Developing Countries]","['Sag Serhat', 'Kaynak Ramazan', 'Sezen Bulent']",1.0
8606,AU=KAYNAK RAMAZAN,[Usage level and future intent of use of quick response (QR) codes for mobile marketing among college students in Turkey],"[Proceedings of the 3rd International Conference on Leadership, Technology and Innovation Management]",[2015],"[Quick Response Codes, QR Codes, Mobile Marketing, Consumer Behavior, Mobile Commerce]","['Demir Seda', 'Kaynak Ramazan', 'Demir Kadir Alpaslan']",1.0
8607,AU=KAYNAK RAMAZAN,[What affects sustainability and innovation - Hard or soft corporate identity?],[TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE],[2016],"[Corporate identity, Soft corporate identity drivers, Hard corporate identity drivers, Innovation strategies, Sustainability]","['Staub Selva', 'Kaynak Ramazan', 'Gok Tarkan']",1.0
8608,AU=KAYNAK RAMAZAN,[Supply chain unethical behaviors and continuity of relationship: Using the PLS approach for testing moderation effects of inter-organizational justice],[INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS],[2015],"[Supply chain ethics, Unethical behaviors, Continuity of relationship, Procedural and distributive justice, Pharmacy suppliers]","['Kaynak Ramazan', 'Sert Tuba', 'Sert Gurkan', 'Akyuz Bulent']",1.0
8609,AU=KAYNAK RAMAZAN,[Is an Unskilled Really Unaware of it?],[10TH INTERNATIONAL STRATEGIC MANAGEMENT CONFERENCE 2014],[2014],"[Inflated Self-Assessments, metacognitive competence, overconfidence, performance evaluation]","['Staub Selva', 'Kaynak Ramazan']",1.0
8610,AU=KILIÇ RAMAZAN,[Influence of Renewable and Non-Renewable Energy on Economic Growth: An Empirical Study on 28 OECD Countries],[ESKISEHIR OSMANGAZI UNIVERSITESI IIBF DERGISI-ESKISEHIR OSMANGAZI UNIVERSITY JOURNAL OF ECONOMICS AND ADMINISTRATIVE SCIENCES],[2017],"[Renewable Energy, Economic Growth, Panel Data Analysis]","['Kilic Ramazan', 'Aslan Volkan']",1.0
8611,AU=KOCABAŞ RAMAZAN,[Evaluation of ovarian reserve in women with overt or subclinical hypothyroidism],[ARCHIVES OF MEDICAL SCIENCE],[2018],"[anti-Mullerian hormone, autoimmune thyroid disease, fertile women]","['Kucukler Ferit Kerim', 'Gorkem Umit', 'Simsek Yasin', 'Kocabas Ramazan', 'Guler Serdar']",1.0
8612,AU=KOCABAŞ RAMAZAN,[The acute effects of interval exercise on oxidative stress and antioxidant status in volleyball players],[JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS],[2018],"[Oxidative stress, Volleyball, Exercise]","['Kocabas Ramazan', 'Namiduru Emine S.', 'Bagceci Adnan M.', 'Erenler Ali K.', 'Karakoc Onder', 'Orkmez Mustafa', 'Akan Muslum', 'Erdemli Haci K.', 'Taysi Seyithan', 'Tarakcioglu Mehmet']",1.0
8613,AU=KOCABAŞ RAMAZAN,[The water-soluble iodinated contrast medium used for hysterosalpingography might increase the probability of development of subclinical thyroid diseases],[INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL MEDICINE],[2016],"[Water-soluble iodinated contrast medium, thyroid function, HSG]","['Gorkem Umit', 'Kucukler Ferit Kerim', 'Kocabas Ramazan', 'Inal Hasan Ali', 'Yilmaz Nafiye', 'Oruc Ayla Sargin', 'Gungor Tayfun']",1.0
8614,AU=KOCABAŞ RAMAZAN,[Low level of Nesfatin-1 is associated with gestational diabetes mellitus],[GYNECOLOGICAL ENDOCRINOLOGY],[2016],"[Gestational diabetes mellitus, insulin resistance, Nesfatin-1]","['Kucukler Ferit Kerim', 'Gorkem Umit', 'Simsek Yasin', 'Kocabas Ramazan', 'Gulen Sebnem', 'Guler Serdar']",1.0
8615,AU=KOCABAŞ RAMAZAN,[Butyrylcholinesterase as an additional marker in the diagnostic network of acute myocardial infarction],[LABORATORIUMSMEDIZIN-JOURNAL OF LABORATORY MEDICINE],[2016],"[acute myocardial infarction, biomarker, butyrylcholinesterase]","['Kocabas Ramazan', 'Erenler Ali Kemal', 'Yetim Mucahit', 'Dogan Tolga', 'Erdemli Haci Kemal']",1.0
8616,AU=KOZAN RAMAZAN,[Anticonvulsant effect of carnosine on penicillin-induced epileptiform activity in rats],[BRAIN RESEARCH],[2008],"[Carnosine, Epilepsy, Penicillin, ECoG, Rat]","['Kozan Ramazan', 'Sefil Fatih', 'Bagirici Faruk']",1.0
8617,AU=KOZAN RAMAZAN,[Sexual dimorphism in the medial vestibular nucleus of adult rats: Stereological study],[ANATOMICAL SCIENCE INTERNATIONAL],[2008],"[lateralization, medial vestibular nucleus, rat, sexual dimorphism, stereology]","['Ayyildiz Mustafa', 'Kozan Ramazan', 'Agar Erdal', 'Kaplan Suleyman']",1.0
8618,AU=KOZAN RAMAZAN,[Inhibition of neuronal nitric oxide synthase prevents iron-induced cerebellar Purkinje cell loss in the rat],[ACTA NEUROBIOLOGIAE EXPERIMENTALIS],[2008],"[iron, neurotoxicity, Purkinje cell, nitric oxide, stereology]","['Gulturk Sefa', 'Kozan Ramazan', 'Bostanci M. Omer', 'Sefil Fatih', 'Bagirici Faruk']",1.0
8619,AU=KOZAN RAMAZAN,[The influence of ethanol intake and its withdrawal on the anticonvulsant effect of alpha-tocopherol in the penicillin-induced epileptiform activity in rats],[NEUROTOXICOLOGY],[2007],"[ECoG, epileptiform activity, ethanol, penicillin, rats, alpha-tocopherol]","['Kozan Ramazan', 'Ayyildiz Mustafa', 'Yildirim Mehmet', 'Agar Erdal']",1.0
8620,AU=KOZAN RAMAZAN,[Short-term ethanol administration does not change the total pyramidal neuron number of the rat hippocampus: A stereologic study],[ADVANCES IN THERAPY],[2007],"[hippocampus, ethanol, nitric oxide, neuron, stereology]","['Kozan Ramazan', 'Ayyildiz Mustafa', 'Bas Orhan', 'Kaplan Suleyman', 'Agar Erdal']",1.0
8621,AU=KURT RAMAZAN,[The effect of Boric acid/Borax treatment on selected mechanical and combustion properties of poplar laminated veneer lumber],[WOOD RESEARCH],[2008],"[laminated veneer lumber, boric acid, borax, poplar, mechanical properties, combustion properties]","['Kurt Ramazan', 'Mengeloglu Fatih']",1.0
8622,AU=KURT RAMAZAN,[Coronary flow reserve after L-thyroxine therapy in Hashimoto's thyroiditis patients with subclinical and overt hypothyroidism],[ENDOCRINE],[2007],"[cardiovascular disease, coronary flow reserve, echocardiography, Hashimoto's thyroiditis, hypothyroidism, thyroxine]","['Oflaz Huseyin', 'Kurt Ramazan', 'Sen Fatma', 'Onur Imran', 'Cimen Arif Oguzhan', 'Elitok Ali', 'Turkmen Kultigin', 'Pamukcu Burak', 'Kasikcioglu Erdem', 'Bugra Zehra', 'Mercanoglu Fehmi', 'Ozbey Nese']",1.0
8623,AU=KURT RAMAZAN,[Coronary flow reserve is also impaired in patients with subclinical hypothyroidism],[INTERNATIONAL JOURNAL OF CARDIOLOGY],[2007],"[subclinical hypothyroidism, coronary flow reserve, echocardiography]","['Oflaz Huseyin', 'Kurt Ramazan', 'Cimen Arif', 'Elitok Ali', 'Onur Imran', 'Golcuk Ebru', 'Demirturk Mustafa', 'Batmaz Serap', 'Kasikcioglu Erdem']",1.0
8624,AU=KURT RAMAZAN,[Mechanical properties of extruded high density polyethylene and polypropylene wood flour decking boards],[IRANIAN POLYMER JOURNAL],[2007],"[maleated polypropylene, high density polyethylene, coupling agent, composites, decking board]","['Mengeloglu Fatih', 'Kurt Ramazan', 'Gardner Douglas J.', ""O'Neill Shane""]",1.0
8625,AU=KURT RAMAZAN,[Acute anterior myocardial infarction after chemotherapy for testicular seminoma in a young patient],[CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS],[2007],"[acute myocardial infarction, chemotherapy, testicular cancer]","['Ozben Beste', 'Kurt Ramazan', 'Oflaz Huseyin', 'Sezer Murat', 'Basaran Mert', 'Goren Taner', 'Umman Sabahattin']",1.0
8626,AU=MEMİŞOĞULLARI RAMAZAN,[Melatonin reduces oxidative stress in the rat lens due to radiation-induced oxidative injury],[INTERNATIONAL JOURNAL OF RADIATION BIOLOGY],[2008],"[Melatonin, antioxidants, radioprotectors, antioxidant enzymes, irradiation, free radicals, oxidative stress]","['Taysi Seyithan', 'Memisogullari Ramazan', 'Koc Mehmet', 'Yazici Ahmet Taylan', 'Aslankurt Murat', 'Gumustekin Kenan', 'Al Behcet', 'Ozabacigil Fatma', 'Yilmaz Adnan', 'Ozder Hasan Tahsin']",1.0
8627,AU=MEMİŞOĞULLARI RAMAZAN,[Serum homocysteine levels in highway toll collectors and the relationship with intima-media thickness of the carotid artery],[TURKISH JOURNAL OF MEDICAL SCIENCES],[2008],"[homocysteine, exhaust particles, intima-media thickness, oxidative stress, highway toll collectors]","['Memisogullari Ramazan', 'Erdogmus Besir', 'Alp Hamit Hakan', 'Bilgin Cahit', 'Arbak Peri Meram', 'Yavuz Oezlem']",1.0
8628,AU=MEMİŞOĞULLARI RAMAZAN,[Serum uric acid levels in patients with type 2 diabetes Mellitus who have normal renal function],[TURKISH JOURNAL OF BIOCHEMISTRY-TURK BIYOKIMYA DERGISI],[2007],"[diabetes mellitus, uric acid, fasting blood glucose]","['Memisogullari Ramazan', 'Yueksel Hatice Kurt', 'Coskun Abdurrahman', 'Sahin Ibrahim Ethem', 'Yavuz Oezlem']",1.0
8629,AU=MEMİŞOĞULLARI RAMAZAN,[Pregnancy associated plasma protein-A and epilepsy],[TURKISH JOURNAL OF MEDICAL SCIENCES],[2007],"[brain tumor, epilepsy, IGF-I, IGFBP, ICFBP-4, neurogenesis, PAPP-A]","['Coskun Abdurrahman', 'Oezdemirli Burcu', 'Memisogullari Ramazan']",1.0
8630,AU=MEMİŞOĞULLARI RAMAZAN,[Do Turkish adults really have lower serum levels of high-density lipoprotein cholesterol?],[ACTA CARDIOLOGICA],[2007],"[cardiovascular risk factors, high-density lipoprotein cholesterol, lipid levels]","['Duran Sadik', 'Memisogullari Ramazan', 'Coskun Abdurrahman', 'Yavuz Ozlem', 'Yuksel Hatice']",1.0
8631,AU=MERT RAMAZAN,[Impact of sublethal di-n-butyl phthalate on the aquaculture fish species Nile tilapia (Oreochromis niloticus): histopathology and oxidative stress assessment],[AQUACULTURE RESEARCH],[2017],"[DBP, di-n-butyl phthalate, histopathology, oxidative stress biomarkers, Nile tilapia, Oreochromis niloticus]","['Erkmen Belda', 'Benli A. Caglan Karasu', 'Agus Hizlan H.', 'Yildirim Zuhal', 'Mert Ramazan', 'Erkoc Figen']",1.0
8632,AU=MERT RAMAZAN,[Investigation of fatty acids of milk from different cow breeds],[JOURNAL OF FOOD SAFETY AND FOOD QUALITY-ARCHIV FUR LEBENSMITTELHYGIENE],[2015],"[Fatty acids, cow breed, milk]","['Bulut Sait', 'Kanber Gulgun', 'Tirindaz Cigdem', 'Kara Hasan Huseyin', 'Mert Ramazan', 'Konuk Muhsin']",1.0
8633,AU=MERT RAMAZAN,[Determination of histological and genotoxic effects of formalin on Nile tilapia (Oreochromis niloticus L.)],[AQUACULTURE RESEARCH],[2015],"[formalin, genotoxicity, histopatology, micronucleus test, nuclear abnormality, Oreochromis niloticus]","['Mert Ramazan', 'Benli A. Caglan Karasu', 'Arslan Gonul']",1.0
8634,AU=MERT RAMAZAN,"[The effects of season on fatty acid composition and omega 3/omega 6 ratios of northern pike (Esox lucius L., 1758) muscle lipids]",[CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY],[2015],"[freshwater fish, fatty acid composition, omega-3 PUFA, lipid content, season]","['Mert Ramazan', 'Bulut Sait', 'Konuk Muhsin']",1.0
8635,AU=MERT RAMAZAN,[Determination of heavy metal contents in some freshwater fishes],[ENVIRONMENTAL MONITORING AND ASSESSMENT],[2014],"[Tench, Pike-perch, Common carp, Heavy metal, ICP-AES]","['Mert Ramazan', 'Alas Ali', 'Bulut Sait', 'Ozcan Mehmet Musa']",1.0
8636,AU=TÜRKMEN RAMAZAN,"[Notes on the (s, t)-Lucas and Lucas Matrix Sequences]",[ARS COMBINATORIA],[2008],"[Fibonacci numbers, Lucas numbers, Pell numbers, Jacob-sthal numbers, Mersenne numbers, Fermat numbers]","['Civciv Haci', 'Turkmen Ramazan']",1.0
8637,AU=TÜRKMEN RAMAZAN,"[On the (s,t)-fibonacci and fibonacci matrix sequences]",[ARS COMBINATORIA],[2008],"[Fibonacci numers, Pell numbers, Jacobsthal numbers, Mersenne numbers]","['Civciv Haci', 'Turkmen Ramazan']",1.0
8638,AU=TÜRKMEN RAMAZAN,[Some norm inequalities for special Gram matrices],[SPECIAL MATRICES],[2016],"[Gram matrix, Matrix norms, Fibonacci, Lucas and Pell Numbers]","['Turkmen Ramazan', 'Kan Osman', 'Gokbas Hasan']",1.0
8639,AU=TÜRKMEN RAMAZAN,[On the spectral norm of r-circulant matrices with the Pell and Pell-Lucas numbers],[JOURNAL OF INEQUALITIES AND APPLICATIONS],[2016],"[Pell numbers, Pell-Lucas numbers, r-circulant matrix, spectral norm]","['Turkmen Ramazan', 'Gokbas Hasan']",1.0
8640,AU=TÜRKMEN RAMAZAN,[INEQUALITIES OF GENERALIZED MATRIX FUNCTIONS VIA TENSOR PRODUCTS],[ELECTRONIC JOURNAL OF LINEAR ALGEBRA],[2014],"[Determinant, Generalized matrix function, Permanent, Positive semidefinite matrix, Tensor product]","['Paksoy Vehbi E.', 'Turkmen Ramazan', 'Zhang Fuzhen']",1.0
8641,AU=USLU RAMAZAN,[Light-activated hybrid organic/inorganic antimicrobial coatings],[JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY],[2018],"[Antimicrobial, Hybrid coating, Photo-sensitizer, Sol-gel]","['Akarsu Esin', 'Uslu Ramazan']",1.0
8642,AU=USLU RAMAZAN,[TESTING AND OPTIMIZATION OF METHOD VALIDITY FOR FORENSIC GENETIC ANALYZES],[FORENSIC SCIENCE INTERNATIONAL],[2017],,"['Karatas Omer', 'Cavus Fatma', 'Rayimoglu Gulten', 'Dastan Kadir', 'Uslu Ramazan', 'Yukseloglu Emel H.']",1.0
8643,AU=USLU RAMAZAN,[TURKEY-AZERBAIJAN POLITICAL RELATIONS (1920-1922) ON THE BASIS OF SOVIET RUSSIAN DOCUMENTS],[TURKIYAT ARASTIRMALARI DERGISI-JOURNAL OF STUDIES IN TURKOLOGY],[2015],"[National Struggle, Turkey, Soviet Russia, Azerbaijan, military and economic aid]",['Uslu Ramazan'],1.0
8644,AU=UYGUR RAMAZAN,[Quercetin Inhibits Heart Injury in Lipopolysaccharide-induced Endotoxemic Model by Suppressing the Effects of Reactive Oxygen Species],[ANALYTICAL AND QUANTITATIVE CYTOPATHOLOGY AND HISTOPATHOLOGY],[2016],"[antioxidant effect, antioxidants, endotoxemia, endotoxins, flavonol, heart, lipoglycans, lipopolysaccharides, LPS, oxidative damage, oxidative stress, quercetin, sepsis, septic shock, shock, endotoxic, toxemia]","['Akkoyun Dursun Cayan', 'Akyuz Aydin', 'Dogan Mustafa', 'Erboga Mustafa', 'Aktas Cevat', 'Caglar Veli', 'Uygur Ramazan', 'Topcu Birol', 'Yilmaz Ahsen', 'Gurel Ahmet']",1.0
8645,AU=UYGUR RAMAZAN,[Comparison of Topical Treatment with Silver Sulfadiazine and Sweetgum Oil (Liquidambar orientalis) on Burn Wound Healing in an Experimental Rat Model],[ANALYTICAL AND QUANTITATIVE CYTOPATHOLOGY AND HISTOPATHOLOGY],[2016],"[burns, dermatologic agents, hydroxyproline, Liquidambar, PCNA, proliferating cell nuclear antigen, rats, laboratory, silver sulfadiazine, sweetgum, sweetgum oil, topical antiinfective agents, wounds and injuries]","['Yanik Mehmet Emin', 'Uygur Ramazan', 'Aktas Cevat', 'Emir Seyfi', 'Kumral Bahadir', 'Sener Umit', 'Aydin Murat', 'Erboga Mustafa', 'Orhan Abdullah Erkan', 'Yilmaz Ahsen', 'Uygur Emine', 'Kulac Mustafa']",1.0
8646,AU=UYGUR RAMAZAN,[Protective effects of thymoquinone against apoptosis and oxidative stress by arsenic in rat kidney],[RENAL FAILURE],[2016],"[Arsenic, thymoquinone, kidney, apoptosis, oxidative stress]","['Sener Umit', 'Uygur Ramazan', 'Aktas Cevat', 'Uygur Emine', 'Erboga Mustafa', 'Balkas Gulseren', 'Caglar Veli', 'Kumral Bahadir', 'Gurel Ahmet', 'Erdogan Hasan']",1.0
8647,AU=UYGUR RAMAZAN,[Protective Effects of Curcumin against Formaldehyde-Induced Renal Toxicity in Rats],[ACTA PHYSIOLOGICA],[2015],,"['Sener Umit', 'Uygur Ramazan', 'Kurt Omer', 'Caglar Veli', 'Gelincik Ibrahim', 'Gurel Ahmet', 'Erdogan Hasan']",1.0
8648,AU=UYGUR RAMAZAN,[Neuroprotective effect of ebselen against intracerebroventricular streptozotocin-induced neuronal apoptosis and oxidative stress in rats],[TOXICOLOGY AND INDUSTRIAL HEALTH],[2016],"[Intracerebroventricular streptozotocin, ebselen, oxidative stress, neuronal damage, neuronal apoptosis, rats]","['Unsal Cuneyt', 'Oran Mustafa', 'Albayrak Yakup', 'Aktas Cevat', 'Erboga Mustafa', 'Topcu Birol', 'Uygur Ramazan', 'Tulubas Feti', 'Yanartas Omer', 'Ates Ozkan', 'Ozen Oguz Aslan']",1.0
8649,AU=YAĞCI RAMAZAN,[Macular involvement in secondary systemic amyloidosis],[EUROPEAN JOURNAL OF OPHTHALMOLOGY],[2008],"[amyloidosis, familial Mediterranean fever, retinal hemorrhage, retinal exudate]","['Altiparmak U. E.', 'Koeklue B.', 'Uenlue N.', 'Yagci Ramazan', 'Bayrak R.', 'Cinar F. Gul Yilmaz', 'Duman S.']",1.0
8650,AU=YAĞCI RAMAZAN,[Amiodarone-induced keratopathy: Full-thickness corneal involvement],[EYE & CONTACT LENS-SCIENCE AND CLINICAL PRACTICE],[2008],"[amiodarone, corneal endothelium, keratopathy]","['Erdurmus Mesut', 'Selcoki Yusuf', 'Yagci Ramazan', 'Hepsen Ibrahim F.']",1.0
8651,AU=YAĞCI RAMAZAN,[Serum levels of natriuretic peptides in patients with Behcet's disease],[CLINICAL RHEUMATOLOGY],[2008],"[Behcet's disease, natriuretic peptides]","['Yagci Ramazan', 'Totan Yueksel', 'Ozluk Ekin', 'Ozyurt Huseyin', 'Akbay Guelfer', 'Eksioglu Meral']",1.0
8652,AU=YAĞCI RAMAZAN,[A comparison of photorefraction and retinoscopy in children],[JOURNAL OF AAPOS],[2007],,"['Erdurmus Mesut', 'Yagci Ramazan', 'Karadag Remzi', 'Durmus Mustafa']",1.0
8653,AU=YAĞCI RAMAZAN,[A comparison of photorefraction and retinoscopy in children - Reply],[JOURNAL OF AAPOS],[2008],,"['Erdurmus Mesut', 'Yagci Ramazan', 'Karadag Remzi', 'Durmus Mustafa']",1.0
8654,AU=YILDIZ RAMAZAN,[Carboplatin and oral cyclophosphamide combination after temozolomide failure in malignant gliomas],[TUMORI],[2008],"[carboplatin, cyclophosphamide, malignant gliomas, temozolomide refractory]","['Yaman Emel', 'Buyukberber Suleyman', 'Uner Aytug', 'Coskun Ugur', 'Yamac Deniz', 'Ozturk Banu', 'Kaya Ali Osman', 'Yildiz Ramazan', 'Benekli Mustafa']",1.0
8655,AU=YILDIZ RAMAZAN,[Serum YKL-40 levels as a prognostic factor in patients with locally advanced breast cancer],[ADVANCES IN THERAPY],[2008],"[breast cancer, locally advanced, prognosis, YKL-40]","['Yamac Deniz', 'Ozturk Banu', 'Coskun Ugur', 'Tekin Ercument', 'Sancak Banu', 'Yildiz Ramazan', 'Atalay Can']",1.0
